Word,Contains Multiple?,Vowels,Green Score,Yellow Score
spork,False,1,0,3750
felon,False,2,1443,2852
moron,True,2,3983,1226
gator,False,2,2897,1984
sneak,False,2,0,4117
licks,False,1,5830,967
hajis,False,2,6210,1414
gigot,True,2,2017,1784
cerci,True,2,2117,2312
tubby,True,1,2482,1391
whizz,True,1,955,1205
spims,True,1,3950,3237
aloha,True,3,0,3336
arval,True,2,0,3464
leper,True,2,2323,3237
dribs,False,1,3950,2910
bubas,True,2,6043,1407
blets,False,1,5755,1579
rabid,False,2,3082,1842
began,False,2,908,3591
drops,False,1,3950,3028
petti,True,2,1754,2521
pinko,False,2,3699,388
sixmo,False,2,1513,2350
sigil,True,2,1380,3277
grypt,False,0,637,2297
rolag,False,2,2941,1844
logia,False,3,2093,2496
adorn,False,2,0,3055
hoagy,False,2,3390,2145
appui,True,3,0,2008
rudie,False,3,1185,3417
vlies,False,2,6515,1744
tepee,True,3,2323,4323
cramp,False,1,920,2724
byded,True,1,4053,657
scaud,False,2,822,3372
icing,True,2,0,2317
warst,False,1,3868,1241
fubar,False,2,1780,2080
apace,True,3,0,4124
poral,False,2,4147,1548
reifs,False,2,3950,3534
cavel,False,2,5503,715
tolan,False,2,2941,2418
leash,False,2,0,4318
sushi,True,2,1185,2606
avyze,False,2,0,2646
pikul,False,2,2237,1144
gloss,True,1,4587,2201
unces,False,2,6273,926
aging,True,2,0,2787
thank,False,1,544,3093
payor,False,2,3117,1582
tempt,True,1,0,4095
calyx,False,1,4028,178
bawks,False,1,7618,271
malva,True,2,3801,834
goads,False,2,6680,1706
miaul,False,3,2073,2111
trooz,True,2,0,3472
pasty,False,1,5311,531
luaus,True,3,5135,2211
rotan,False,2,2093,2846
mowed,False,2,5931,271
preon,False,2,857,3048
tocos,True,2,6043,1903
nasty,False,1,4454,856
armet,False,2,2323,2912
porae,False,3,4147,2592
boose,True,3,3001,3023
amass,True,2,3950,2674
cuddy,True,1,3402,861
gyron,False,1,1834,1493
hooly,True,2,3390,2248
safes,True,2,8533,1738
gaitt,True,2,3794,1773
bemud,False,2,1730,2537
queen,True,3,3586,1412
neddy,True,1,1297,2812
hodad,True,2,2915,1951
spray,False,1,2494,2861
steal,False,2,0,4229
lerps,False,1,5147,2619
vizor,False,2,1764,1369
muset,False,2,4201,1257
riems,False,2,5330,1912
mofos,True,2,6736,874
jawed,False,2,5607,271
camps,False,1,7130,928
slues,True,2,6273,2923
feers,True,2,4545,3224
faced,False,2,6000,392
vespa,False,2,242,3254
admen,False,2,2323,1860
riced,False,2,4525,1020
lifes,False,2,7653,753
teene,True,3,0,5628
foxie,False,3,2821,2399
stown,False,1,0,3446
marri,True,2,4150,996
jones,False,2,9530,0
cists,True,1,7147,531
plays,False,1,4807,2040
mouch,False,2,2786,1439
yonic,False,2,3055,1188
droll,True,1,0,3856
lifts,False,1,6227,753
antes,False,2,6273,1696
third,False,1,1366,2578
worth,False,1,4598,367
proul,False,2,857,2805
boned,False,2,7108,0
arums,False,2,3950,2744
tutty,True,1,3379,1430
ovary,False,2,1297,2265
turme,False,2,2382,2736
moten,False,2,5109,1145
rubby,True,1,2482,1204
nazis,False,2,6352,1205
aurae,True,4,2382,3328
eusol,False,3,1185,2005
adsum,False,2,0,1934
gazes,False,2,9312,0
usure,True,3,0,3183
leggo,True,2,0,3373
chino,False,2,1464,2221
loper,False,2,4416,1611
dargs,False,1,7407,1103
owler,False,2,3171,1098
eilds,False,2,6178,774
sting,False,1,0,3775
terga,False,2,1197,3542
payer,False,2,5440,886
nears,False,2,3950,3902
hemes,True,2,6273,2624
eupad,False,3,2007,1739
naker,False,2,4583,1266
kilts,False,1,7075,375
roque,False,3,2093,2561
gilet,False,2,5188,726
pandy,False,1,5376,471
sills,True,1,6178,2331
fomes,False,2,8961,510
coude,False,3,3013,2656
hypha,True,1,0,2032
mooks,True,2,7236,989
lubra,False,2,1185,2304
fangs,False,1,7767,422
sulph,False,1,2033,2345
frill,True,1,595,3233
bails,False,2,7118,1818
gooby,True,2,4027,1231
pelau,False,3,1705,2766
unmix,False,2,0,1994
ajwan,True,2,0,2621
maims,True,2,6903,1449
atuas,True,3,3950,2714
mingy,False,1,4332,422
cacao,True,3,3180,1853
cored,False,2,7355,0
wirer,True,2,5311,673
boule,False,3,3001,2956
tians,False,2,5330,2836
birrs,True,1,7435,716
mensh,False,1,1655,2508
riels,False,2,5330,2281
sound,False,2,2915,3012
dawts,False,1,7107,952
toney,False,2,6675,815
syver,False,1,2323,2740
spode,False,2,0,4767
prore,True,2,857,4164
micos,False,2,6023,1088
miler,False,2,5244,673
deros,False,2,5147,3003
snick,False,1,0,3615
labra,True,2,2260,2304
weest,True,2,411,3749
vasty,False,1,4696,531
jobed,False,2,5440,334
aisle,False,3,1380,3557
rugby,False,1,2482,1232
cobby,True,1,4310,576
ingan,True,2,0,2475
dines,False,2,8615,681
maneh,False,2,6238,367
bauds,False,2,7118,1137
tunds,False,1,6097,1286
smear,False,2,0,4376
coths,False,1,6963,850
pasts,True,1,7964,531
daffs,True,1,6210,1092
quipo,False,3,1263,1853
renin,True,2,962,3664
slake,False,2,500,5011
laers,False,2,6210,2173
dumbo,False,2,1185,1821
slove,False,2,0,4920
booed,True,3,6146,989
leish,False,2,0,4130
molts,False,1,8481,0
titre,True,2,1380,3665
sweed,True,2,3145,2605
hover,False,2,4416,1401
leavy,False,2,1297,3591
visor,False,2,1622,1900
antra,True,2,0,3091
pogos,True,2,6900,1058
cycas,True,1,4870,1732
dawah,True,2,2260,2392
razee,True,3,4725,2147
poaka,True,3,3450,1914
bedad,True,2,1730,3089
stowp,False,1,0,3063
ryots,False,1,4847,1884
ceili,True,3,920,3724
panes,False,2,10352,0
molto,True,2,4531,388
coats,False,2,7860,1235
afrit,False,2,1197,2366
mneme,True,2,693,3148
awdls,False,1,3950,2060
molly,True,1,4931,771
hoosh,True,2,2093,2359
cyano,False,2,920,2676
rekes,True,2,6273,2522
dosai,False,3,2093,2565
slaws,True,1,3950,3620
daals,True,2,6210,2687
speck,False,1,0,3333
neigh,False,2,0,3787
press,True,1,4807,2337
saury,False,2,3557,2942
toman,False,2,2093,2928
lists,True,1,6227,1106
birsy,False,1,4782,515
smote,False,2,897,4256
petar,False,2,857,3987
brute,False,2,1805,3125
lisks,True,1,5830,1106
glazy,False,1,1934,2058
rears,True,2,3950,4205
teres,True,2,7470,2441
zoned,False,2,6200,105
etens,True,2,3950,2210
armil,False,2,0,3541
aroma,True,3,0,3746
sloot,True,2,0,4668
bardy,False,1,5662,471
hecht,True,1,0,3467
mobey,False,2,6406,334
garbe,False,2,4094,1761
drawl,False,1,0,3459
facet,False,2,5178,1118
entry,False,1,1297,1979
paean,True,3,3117,2485
nobly,False,1,3390,1430
mirvs,False,1,7220,155
bisks,True,1,6738,531
rebid,False,2,822,3468
algid,False,2,822,2675
gists,True,1,6864,531
radge,False,2,2260,2959
ticks,False,1,5830,1207
ariot,False,3,0,4145
daint,False,2,2260,3240
ester,True,2,2323,1684
pudus,True,2,5992,791
reffo,True,2,0,3053
parse,False,2,4314,2034
spool,True,2,0,3948
siler,False,2,4551,2233
jades,False,2,8735,390
aizle,False,3,1522,3026
trite,True,2,897,4321
livid,True,2,2202,1695
ouphs,False,2,5135,860
drily,False,1,1297,3439
sages,True,2,8533,1922
kebar,False,2,0,4081
ratas,True,2,6210,2316
bykes,False,1,7181,535
evets,True,2,4847,1237
upend,False,2,822,2085
skank,True,1,0,3933
tryst,True,0,0,3209
fiest,False,2,1975,2123
laufs,False,2,6210,1474
marra,True,2,4150,1395
adage,True,3,0,3996
sadly,False,1,3557,2721
clefs,False,1,4870,1812
conns,True,1,7925,786
dazer,False,2,4725,1354
shore,False,2,544,4784
estoc,False,2,0,1834
naive,False,3,2260,3046
apays,True,2,3950,2307
atoms,False,2,3950,2366
trapt,True,1,0,4134
angel,False,2,2323,1918
decko,False,2,500,3087
gryde,False,1,637,3143
dates,False,2,8533,1296
gimel,False,2,4340,985
kanzu,False,2,3222,568
kranz,False,1,0,3368
payee,True,3,5440,1732
iodic,True,3,2093,1562
story,False,1,1297,3504
mushy,False,1,3175,766
canon,True,2,4142,1226
paled,False,2,7110,0
shogs,True,1,4494,2971
cerne,True,2,2117,3931
loser,False,2,4416,1779
seers,True,2,3950,4784
alaap,True,3,0,3888
nided,True,2,4525,715
snore,False,2,0,5129
tizzy,True,1,2819,941
henna,True,2,962,3579
ribes,False,2,7653,962
updos,False,2,3950,1503
gauze,False,3,2897,2311
helps,False,1,4798,2532
vuggs,True,1,5377,784
teddy,True,1,1297,3302
veers,True,2,4192,3224
shaya,True,2,544,3582
alkos,False,2,3950,2397
ranks,False,1,7672,628
plica,False,2,857,2829
regos,False,2,3950,3312
axils,False,2,3950,2611
kempt,False,1,0,3655
eigne,True,3,1380,2970
lassi,True,2,2260,1901
waqfs,False,1,6621,246
zizel,True,2,3845,580
nooky,True,2,3890,1314
noses,True,2,8366,856
volks,False,1,7633,0
beard,False,2,1730,3577
taggy,True,1,3557,1599
beedi,True,3,908,3259
senvy,False,1,2259,3341
mieve,True,3,2073,2556
teels,True,2,3950,4094
dulia,False,3,2033,2240
pores,False,2,10420,0
slomo,True,2,0,4036
boyla,False,2,3001,1663
haars,True,2,6210,2439
claes,False,2,7193,1932
pongs,False,1,7862,422
tongs,False,1,7005,1237
musth,False,1,2775,898
telex,True,2,3171,2511
bluid,False,2,1730,2243
walla,True,2,3519,1450
haick,False,2,2260,2198
deevs,True,2,3950,3344
smout,False,2,0,3864
gaols,False,2,6847,1760
inane,True,3,0,4050
arhat,True,2,0,3595
reeve,True,3,0,4810
frags,False,1,4545,2597
marms,True,1,8100,402
pavin,False,2,3117,1650
earls,False,2,7407,1074
rents,False,1,5809,2254
bylaw,False,1,1756,1404
mayed,False,2,6098,213
putid,False,2,2864,1495
other,False,2,2323,1294
crock,True,1,920,2592
bouks,False,2,7451,666
yolks,False,1,7391,181
stalk,False,1,0,4062
goods,True,2,6680,1460
durzi,False,2,2382,1087
yaups,False,2,6210,1265
capon,False,2,3180,1589
ammos,True,2,3950,2130
arked,False,2,3145,1944
unrig,False,2,1197,1557
elain,False,3,0,3645
slept,False,1,0,4283
giust,False,2,2017,1907
shies,True,2,6817,2607
caned,False,2,7287,0
sheds,True,1,4494,2913
jooks,True,2,6745,989
soums,True,2,6043,2628
incus,False,2,3950,1303
shads,True,1,4494,3266
skart,False,1,0,4332
cyton,False,1,920,2108
polar,False,2,3798,1746
blini,True,2,908,2810
mesne,True,2,693,4462
fumer,False,2,4103,1183
gauch,False,2,2897,1439
hadst,False,1,2260,2119
ahead,True,3,1366,2691
croci,True,2,920,2615
muzak,False,2,2020,1330
topes,False,2,8366,1178
tegua,False,3,0,3883
lauch,False,2,2260,2014
dinic,True,2,2342,1688
cills,True,1,7098,771
eruvs,False,2,3950,2064
tween,True,2,2323,2390
joins,False,2,6245,1833
gypos,False,1,4587,1326
trank,False,1,0,4033
birle,False,2,3485,2290
layup,False,2,2260,1336
cadis,False,2,7130,1270
pises,True,2,8510,531
cabre,False,2,3180,2569
grace,False,2,637,4100
trust,True,1,0,3662
sojas,True,2,6043,2679
harpy,False,1,4754,906
yukes,False,2,7458,449
trews,False,1,3950,2765
opera,False,3,0,2767
keema,True,3,0,3964
undee,True,3,2323,2443
guild,False,2,2644,1818
entia,False,3,0,2822
swoop,True,2,0,3555
chias,False,2,5414,2120
boyed,False,2,6146,213
armer,True,2,2323,2859
thymy,True,0,1841,1430
comms,True,1,6963,912
aroba,True,3,0,3586
curvy,False,1,4599,155
quino,False,3,1263,2221
jiggy,True,1,2879,784
payed,False,2,6262,213
lifer,False,2,3703,1426
mirly,False,1,4567,771
neist,False,2,0,4239
betes,True,2,7181,2241
baghs,False,1,7118,597
golps,False,1,7528,418
paseo,False,3,5440,919
mucky,False,1,3675,392
coals,False,2,6963,2006
mohur,False,2,2786,1194
cabby,True,1,4477,576
bolos,True,2,7799,696
fikes,False,2,8248,268
sorbs,True,1,7240,1802
chaya,True,2,1464,2022
feyly,True,1,1892,2610
divan,False,2,1380,2524
reuse,True,3,0,4954
pisos,True,2,6187,1227
dempt,False,1,0,3961
bowse,False,2,3001,2305
damns,False,1,6210,1977
laugh,False,2,2260,2030
waulk,False,2,2671,1694
mason,False,2,2953,1757
hexad,False,2,955,3187
ruder,True,2,3508,1691
ohone,True,3,544,3556
swish,True,1,0,3652
hazed,False,2,5547,488
gundy,False,1,4081,471
jauks,False,2,6912,666
gaths,False,1,6847,850
gajos,False,2,6847,742
scand,False,1,822,3757
neive,True,3,0,4672
ummah,True,2,0,2327
skyte,False,1,897,3387
comes,False,2,9286,510
khazi,False,2,544,2016
toyer,False,2,4416,1701
scrog,False,1,1197,2575
juror,True,2,2584,1369
buses,True,2,8366,531
fazed,False,2,6142,0
stott,True,1,897,3514
seame,True,3,0,6342
urvas,False,2,3950,2442
wards,False,1,7818,471
vinal,False,2,2584,1548
gaspy,False,1,4194,949
deash,False,2,0,4424
oggin,True,2,0,2109
hause,False,3,2260,3188
tweel,True,2,2323,2335
touse,False,3,2093,3515
groks,False,1,5087,1929
hwyls,False,0,3950,1635
plump,True,1,857,1912
tafia,True,3,2260,2552
niffs,True,1,5330,736
nodal,False,2,2093,2263
patus,False,2,7067,1016
laura,True,3,2260,2636
yoick,False,2,2093,1891
germs,False,1,5784,2028
tozed,False,2,5380,815
laids,False,2,6210,2093
feare,True,3,595,5096
ginks,False,1,7429,0
saice,False,3,2260,4532
camel,False,2,5503,985
flisk,False,1,595,2516
swops,True,1,3950,3130
labia,True,3,2260,2468
tusks,True,1,5635,1346
auloi,False,4,2033,1712
halid,False,2,3930,1368
masse,True,2,2953,2565
mercs,False,1,5840,2032
kooks,True,2,6543,1364
ryals,False,1,3950,2901
slops,True,1,3950,3664
macks,False,1,7403,392
doilt,False,2,2093,3225
meres,True,2,8163,1626
moult,False,2,2786,2163
wairs,False,2,6621,1763
hauld,False,2,3082,1925
strae,False,2,1197,4391
baddy,True,1,4465,861
kraut,False,2,0,3677
lemes,True,2,6273,2711
songs,True,1,7005,1982
grogs,True,1,4587,2351
comfy,False,1,4310,743
topis,False,2,6043,2058
cares,False,2,10650,0
bowls,False,1,6951,1042
atmos,False,2,3950,2181
losed,False,2,5238,1106
gadjo,False,2,2897,807
warbs,False,1,7818,242
laces,False,2,8533,967
bepat,False,2,908,3788
vulns,False,1,6225,786
glime,False,2,637,3665
lytta,True,1,897,2136
pilaw,False,2,3085,1137
murls,False,1,7025,771
anode,False,3,0,4060
meers,True,2,4643,3224
casco,True,2,3180,1325
mulse,False,2,2726,2034
grabs,False,1,4587,2417
agues,False,3,6273,1477
burnt,False,1,3290,1512
dalle,True,2,3108,2971
wince,False,2,2753,1925
murly,False,1,4372,771
hempy,False,1,1297,3042
olios,True,3,3950,2702
pubco,False,2,2042,1128
lardy,False,1,4754,1046
gulas,False,2,6620,1073
gilas,False,2,6815,1073
lungi,False,2,2147,1277
elans,False,2,3950,3021
haros,False,2,7407,1184
belly,True,1,3053,2397
rojis,False,2,6043,1554
carte,False,2,5274,1519
beery,True,2,2205,3224
clied,False,2,4065,1744
budos,False,2,6043,1086
soppy,True,1,3390,2341
sowed,False,2,5238,1831
winos,False,2,6703,696
valis,False,2,7300,880
jagra,True,2,2462,1757
peers,True,2,4807,3224
sally,True,1,4405,2331
ablet,False,2,3171,1543
plast,False,1,857,3173
cyclo,True,1,920,1818
crabs,False,1,4870,2417
taluk,False,2,3108,1473
jucos,False,2,5337,1088
metif,False,2,693,3203
labda,True,2,2260,2059
lethe,True,2,0,4570
mucks,False,1,6328,392
kaiks,True,2,6710,1422
gamer,False,2,5220,1183
treed,True,2,3145,2637
manty,False,1,6109,0
wheft,False,1,955,1841
spitz,False,1,897,2867
orval,False,2,0,2990
grece,True,2,637,3747
easts,True,2,7107,834
swire,False,2,0,5005
grout,False,2,637,3056
septs,True,1,4847,3549
eaved,True,3,5405,543
bhaji,False,2,1452,1544
duply,False,1,2482,1815
trams,False,1,3950,3392
lited,False,2,4525,1190
smuts,True,1,4847,2414
nexus,False,2,4083,2352
mures,False,2,9348,0
bubba,True,2,2093,1255
teeny,True,2,1297,4109
aggie,True,3,0,3572
nymph,False,0,0,1887
elsin,False,2,0,2941
piler,False,2,5408,673
ympes,False,1,6273,732
ewest,True,2,0,2589
pisco,False,2,2237,1325
blays,False,1,4858,2040
guqin,False,2,1822,1423
tatty,True,1,4454,1430
enlit,False,2,848,2254
dongs,False,1,7005,1103
antic,False,2,0,2703
hyena,False,2,0,3102
spear,False,2,0,4416
skegg,True,1,0,3102
ether,True,2,2323,1335
slobs,True,1,3950,3488
blees,True,2,7181,1579
steds,True,1,3950,3152
brawl,False,1,908,2778
ohing,False,2,544,2238
warts,False,1,8715,0
seare,True,3,0,6656
rider,True,2,3703,1691
alant,True,2,0,4180
gleys,False,1,4587,1687
urged,False,2,3145,1491
gaids,False,2,6847,1518
vigas,False,2,5572,1435
coomy,True,2,4310,1391
mbira,False,2,693,2523
aloin,False,3,0,3832
rubin,False,2,1185,2372
rabis,False,2,6210,1842
copes,False,2,9286,363
grots,False,1,5484,1929
kerky,True,1,2994,2001
reate,True,3,897,5008
cytes,False,1,7193,882
gelee,True,3,3808,3145
hobby,True,1,3390,1064
flams,False,1,4545,2334
anile,False,3,0,4418
dawns,False,1,6210,1738
flors,False,1,4545,2402
raked,False,2,5405,896
filar,False,2,2823,1746
stull,True,1,0,3711
cleve,True,2,920,3253
floss,True,1,4545,2201
trice,False,2,0,4727
salut,False,2,3108,2687
chapt,False,1,1464,2379
palsy,False,1,5262,515
doobs,True,2,6043,1912
scena,False,2,0,4083
rials,False,2,5330,2634
agloo,True,3,848,1895
serow,False,2,1197,3946
cocco,True,2,3013,1186
leses,True,2,6273,2732
mixes,False,2,8479,0
meows,False,2,4643,2743
inter,False,2,2323,1798
cinct,True,1,3262,1132
wagyu,False,2,2671,537
skogs,True,1,3950,3066
pingo,False,2,3199,810
clary,False,1,2217,2648
toils,False,2,6043,2633
atopy,False,2,1297,2382
suers,True,2,5135,3158
tubar,False,2,1185,2895
saver,False,2,4583,2473
monas,False,2,7698,1073
nouns,True,2,6043,1777
mulie,False,3,2726,2399
leare,True,3,0,5671
slane,False,2,0,5797
prior,True,2,857,3356
elfin,False,2,0,2588
refel,True,2,2323,2907
botte,True,2,3898,2134
bumph,False,1,2093,1295
rabbi,True,2,2260,1484
peepe,True,3,857,4445
mural,False,2,3075,1548
blubs,True,1,4858,1605
foist,False,2,2688,2288
yuans,False,2,5135,2202
derny,False,1,2494,3093
stede,True,2,0,4671
quoif,False,3,1263,1951
topaz,False,2,2093,2283
cunit,False,2,3067,1606
wined,False,2,5898,0
sharp,False,1,544,3658
kakis,True,2,6210,1523
mahwa,True,2,2953,927
aleck,False,2,0,2978
botts,True,1,7848,615
saunt,False,2,2260,3738
snort,False,1,0,4336
clipt,False,1,920,2888
alods,False,2,3950,2893
jibbs,True,1,5532,576
ayahs,True,2,3950,2473
eject,True,2,0,2328
arses,True,2,6273,2207
yonis,False,2,7005,1061
inert,False,2,0,2834
blate,False,2,1805,3451
skies,True,2,6273,2702
sooty,True,2,4287,2549
found,False,2,3510,1452
evhoe,True,3,0,2690
gilly,True,1,4162,771
dummy,True,1,2482,1593
fixes,False,2,8381,0
runic,False,2,2147,1635
poods,True,2,6900,1460
swain,False,2,0,4368
rosti,False,2,2990,1439
shame,False,2,544,4716
feats,False,2,5442,2861
amnio,False,3,962,2192
himbo,False,2,1380,1628
enate,True,3,897,3402
eards,False,2,7407,774
luged,False,2,4330,937
abets,False,2,4847,1699
venae,True,3,1204,4218
kings,False,1,6292,797
tuple,False,2,1185,3468
bubus,True,2,6043,735
aspis,True,2,3950,2072
turrs,True,1,6332,1531
exode,True,3,0,3339
agent,False,2,0,3205
gynae,False,2,1599,2859
syren,False,1,3520,2357
write,False,2,1308,3506
ratus,False,2,6210,1644
genip,False,2,1599,2653
alews,False,2,3950,2443
glued,False,2,3782,1363
yourt,False,2,2093,2289
outre,False,3,1185,3112
loupe,False,3,2093,3178
twice,False,2,0,3950
kabab,True,2,2260,1841
under,False,2,2323,1597
remex,True,2,2323,2834
rudes,False,2,7458,1018
dicta,False,2,2277,1752
shaul,False,2,544,3671
scabs,True,1,3950,3213
cobbs,True,1,6963,576
seton,False,2,0,5027
wooly,True,2,3801,1760
gazoo,True,3,3039,1084
jirds,False,1,6729,471
skill,True,1,0,3948
jaups,False,2,6412,1084
etape,True,3,0,3714
cells,True,1,5718,2397
gunny,True,1,4081,786
rakis,False,2,6210,1776
alien,False,3,2323,3010
ulnad,False,2,1784,1959
dauby,False,2,3557,1589
tolts,True,1,7788,815
pious,False,3,6187,1390
walds,False,1,7469,471
servo,False,2,1197,3729
movie,False,3,2786,2639
livre,False,2,1380,3050
ooped,True,3,5238,625
ergon,False,2,0,2831
dosha,False,2,2093,2126
toque,False,3,2093,2748
mochy,False,1,4083,627
quilt,False,2,1263,2544
belle,True,2,1756,3916
uhuru,True,3,544,1638
yappy,True,1,3557,962
loses,True,2,8366,1106
neaps,False,2,3950,3604
garbo,False,2,4094,630
berks,False,1,6555,1626
javas,True,2,6412,1313
shtik,False,1,544,3312
algae,True,3,0,4387
prank,False,1,857,3218
booms,True,2,6951,1391
embar,False,2,0,2571
liars,False,2,5330,2526
wikis,True,2,5741,1148
covet,False,2,5336,966
dashy,False,1,3557,1447
noule,False,3,2093,3281
cosie,False,3,3013,2930
kybos,False,1,3950,1672
trock,False,1,0,3407
fisks,True,1,6425,531
baccy,True,1,4465,798
trape,False,2,0,4927
homas,False,2,6043,2071
turds,False,1,6332,1286
voulu,True,3,2335,1504
pylon,False,1,1705,1493
yearn,False,2,0,4288
kacha,True,2,2260,1681
amend,False,2,822,2592
rutty,True,1,3379,1243
fluke,False,2,1095,2882
beath,False,2,1805,3228
ricey,False,2,5000,1020
grovy,False,1,1934,2084
sengi,False,2,962,3888
leese,True,3,0,5117
sists,True,1,6227,2091
purls,False,1,7189,771
adred,True,2,4342,820
krill,True,1,0,3608
rorty,True,1,5484,628
shams,True,1,4494,3197
mells,True,1,5491,2397
murky,False,1,4872,0
sasse,True,2,2260,4125
gombo,True,2,2730,1140
slims,True,1,3950,3706
shays,True,1,4494,2903
phial,False,2,1401,2595
knags,False,1,3950,2377
fudge,False,2,1780,2331
loner,False,2,5378,1248
shoji,False,2,544,2858
degas,False,2,3950,3742
hocus,False,2,6043,1281
loche,False,2,2093,2721
still,True,1,0,4092
bunks,False,1,7505,0
slang,False,1,0,4421
hodja,False,2,2093,1586
breme,True,2,908,3743
birks,False,1,7935,0
perdu,False,2,2054,2164
waste,False,2,3568,2050
dusky,False,1,2982,1212
snarf,False,1,0,3938
chivy,False,1,2761,1202
zezes,True,2,6415,1731
house,False,3,2093,3188
zoris,False,2,7240,985
cheep,True,2,3787,1029
freer,True,2,2918,2495
flung,False,1,595,2292
buist,False,2,2093,2288
iring,True,2,0,3081
moops,True,2,6736,1407
blurs,False,1,4858,2079
skink,True,1,0,3745
ensky,False,1,1797,1179
cadre,False,2,3180,2625
babas,True,2,7118,1407
felts,False,1,6290,1626
culls,True,1,6903,771
avers,False,2,3950,2386
doner,False,2,5378,1354
cinqs,False,1,7212,2
meany,False,2,1990,3647
koban,False,2,2093,2312
apism,False,2,0,2708
mopey,False,2,6406,363
embow,False,2,0,1585
mings,False,1,6985,422
decks,False,1,4450,2699
skyfs,True,0,3950,2101
chelp,False,1,1464,1800
potsy,False,1,4247,1130
pudsy,False,1,3339,905
hiant,False,2,1380,3235
felch,False,1,1443,2399
sycee,True,2,2323,3738
enfix,False,2,0,1776
ganof,False,2,3859,778
muxed,False,2,5156,0
roper,True,2,4416,1664
plied,False,2,4002,1744
lants,False,1,8069,575
hanap,True,2,3222,1708
pipes,True,2,8510,363
assam,True,2,0,2615
rayon,False,2,2260,2067
dogma,False,2,2093,2124
visas,True,2,5572,1604
yesty,True,1,2194,2338
noels,False,2,6043,1978
beted,True,2,4053,2241
gauzy,False,2,4194,792
meshy,False,1,1990,2392
terce,True,2,1197,4366
augur,True,3,1185,2172
moist,False,2,2786,2288
murri,True,2,3075,996
dater,False,2,4583,1969
foyer,False,2,5011,886
yaird,False,2,3082,1944
stiff,True,1,0,3161
erect,True,2,0,3257
unrid,False,2,2019,1414
seder,True,2,2323,4249
delfs,False,1,4798,2540
assot,True,2,0,2782
fabby,True,1,4152,576
nixed,False,2,4658,325
mered,True,2,5035,1626
amuck,False,2,0,2253
cease,True,3,920,4895
oleos,True,3,3950,2537
boggy,True,1,4298,784
quair,False,3,1263,2788
beady,False,2,2205,3332
vaded,True,2,5647,390
combs,False,1,6963,752
wodge,False,2,2504,2331
baels,False,2,7118,1653
reran,True,2,1197,3857
chain,False,2,1464,2645
baffy,True,1,4465,411
cooks,True,2,7463,989
souce,False,3,2093,4151
sedge,True,2,0,5517
zouks,False,2,6543,771
whams,False,1,4905,1637
phots,False,1,6248,989
oulks,False,2,6483,262
tasks,True,1,6710,1346
chich,True,1,1464,1820
guyle,False,2,1822,2503
piste,False,2,3134,2050
couta,False,3,3910,1345
palsa,True,2,3965,1194
japed,False,2,5607,363
caman,True,2,3180,2113
savoy,False,2,3557,2496
inrun,True,2,1197,1441
gippo,True,2,2017,1169
kooky,True,2,3890,1364
pudic,False,2,2042,1397
laval,True,2,2260,2363
molla,True,2,3634,1450
crith,False,1,1817,2354
frump,False,1,595,2155
orris,True,2,5147,2082
dodge,True,2,2093,3012
nexts,False,1,4980,1951
wrest,False,1,411,3063
chile,False,2,1464,3337
woose,True,3,2504,3023
yente,True,2,1859,3326
lidos,False,2,5330,1661
gonef,False,2,6015,82
sluff,True,1,0,3238
googs,True,2,6680,1411
courd,False,2,3835,1382
jokey,False,2,5915,268
hires,False,2,8850,488
alans,True,2,3950,3454
demob,False,2,0,3572
whilk,False,1,955,2075
stews,True,1,3950,2809
spice,False,2,0,4760
grows,False,1,4587,2057
aalii,True,4,3108,1896
carob,False,2,4377,755
liefs,False,2,5330,1690
motto,True,2,3683,1003
smell,True,1,0,3876
swads,True,1,3950,3429
yokes,False,2,8366,449
varec,False,2,6022,127
twerp,False,1,0,2723
kokum,True,2,2093,1226
recal,False,2,0,4194
roker,True,2,4416,1569
adown,False,2,0,2467
lento,False,2,1859,2589
dimly,False,1,2677,1962
volae,False,3,3183,2592
tocky,False,1,3890,1207
thoro,True,2,544,2908
rogue,False,3,2093,2910
sedan,False,2,0,5179
shins,True,1,4494,3393
orfes,False,2,6273,1380
sammy,True,1,3557,2472
winch,False,1,2753,773
dowle,False,2,2093,3242
oboes,True,3,6273,1332
wisps,True,1,5741,949
foals,False,2,6638,2006
ended,True,2,3145,1038
voars,False,2,6285,1951
rance,False,2,3222,2553
basta,True,2,4065,1210
fleas,False,2,4545,2652
bosie,False,3,3001,2930
monie,False,3,3748,2399
favas,True,2,6805,1313
wasts,True,1,7518,531
wilja,False,2,2639,708
briar,True,2,908,3733
petre,True,2,857,4476
kugel,False,2,3508,1212
snare,False,2,0,5375
suave,False,3,1185,4469
glode,False,2,637,3676
safer,False,2,4583,2411
testa,True,2,897,3651
ragas,True,2,6210,2063
chins,False,1,5414,1833
dozen,False,2,4558,1211
blues,False,2,7181,1363
razed,False,2,5547,628
sates,True,2,8533,2175
basal,True,2,3168,2079
gleba,False,2,637,2500
hiked,False,2,4525,756
gofer,False,2,5053,851
cymol,False,1,920,1948
fisty,False,1,4169,531
zatis,False,2,6210,1600
fests,True,1,5442,2157
pinup,True,2,3199,548
muddy,True,1,3175,861
scail,False,2,0,4326
idler,False,2,3171,922
hafiz,False,2,2260,1578
surfy,False,1,3679,1793
comic,True,2,3013,1517
chars,False,1,5414,1951
